Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
155,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5493,10000000,847,8424020,Paid,OC5493
156,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5514,10000000,847,8424020,Paid,OC5514
157,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5478,10000000,847,8424020,Paid,OC5478
158,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5498,10000000,847,8424020,Paid,OC5498
159,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5524,10000000,847,8424020,Paid,OC5524
160,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5488,10000000,847,8424020,Paid,OC5488
161,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5477,10000000,847,8424020,Paid,OC5477
162,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5492,10000000,847,8424020,Paid,OC5492
163,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5491,10000000,847,8424020,Paid,OC5491
164,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5513,10000000,847,8424020,Paid,OC5513
165,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5461,10000000,847,8424020,Paid,OC5461
166,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5509,10000000,847,8424020,Paid,OC5509
167,00847201904120000001164,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5481,10000000,847,8424020,Paid,OC5481
168,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,TL,11450,1000000,1,5899230,Paid,TL11450
169,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,TL,11449,1000000,1,5899230,Paid,TL11449
170,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,OL,1121,100000,1,5899230,Paid,OL1121
171,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,OL,1120,100000,1,5899230,Paid,OL1120
172,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,OL,1123,100000,1,5899230,Paid,OL1123
173,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,OL,1116,100000,1,5899230,Paid,OL1116
174,00001201904120000001176,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MERLIN RECREATION PVT LTD,OL,1122,100000,1,5899230,Paid,OL1122
175,00813201904120000001162,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MSPL LTD,OC,588,10000000,813,5144485,Paid,OC588
176,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,TL,2357,1000000,78,7601204,Paid,TL2357
177,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,OL,10036,100000,78,7601204,Paid,OL10036
178,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,OL,10032,100000,78,7601204,Paid,OL10032
179,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,OL,10038,100000,78,7601204,Paid,OL10038
180,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,OL,10034,100000,78,7601204,Paid,OL10034
181,00078201904120000001167,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,MYRIAD DEVELOPERS,OL,10030,100000,78,7601204,Paid,OL10030
182,00300201904120000001175,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,OMKAR VENTURES PVT LTD,OC,7070,10000000,300,4180496,Paid,OC7070
183,00300201904120000001175,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,OMKAR VENTURES PVT LTD,OC,7066,10000000,300,4180496,Paid,OC7066
184,00300201904120000001175,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,OMKAR VENTURES PVT LTD,OC,7068,10000000,300,4180496,Paid,OC7068
185,00300201904120000001175,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,OMKAR VENTURES PVT LTD,OC,7064,10000000,300,4180496,Paid,OC7064
186,01355201904120000001169,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PATEL HIGHWAY MANAGEMENT PVT LTD,OC,2855,10000000,1355,5137969,Paid,OC2855
187,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7018,10000000,300,4180496,Paid,OC7018
188,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7052,10000000,300,4180496,Paid,OC7052
189,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6678,10000000,300,4180496,Paid,OC6678
190,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6684,10000000,300,4180496,Paid,OC6684
191,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7002,10000000,300,4180496,Paid,OC7002
192,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7048,10000000,300,4180496,Paid,OC7048
193,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7020,10000000,300,4180496,Paid,OC7020
194,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7008,10000000,300,4180496,Paid,OC7008
195,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6694,10000000,300,4180496,Paid,OC6694
196,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7024,10000000,300,4180496,Paid,OC7024
197,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7006,10000000,300,4180496,Paid,OC7006
198,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7026,10000000,300,4180496,Paid,OC7026
199,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7028,10000000,300,4180496,Paid,OC7028
200,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6690,10000000,300,4180496,Paid,OC6690
201,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6700,10000000,300,4180496,Paid,OC6700
202,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7044,10000000,300,4180496,Paid,OC7044
203,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6698,10000000,300,4180496,Paid,OC6698
204,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7022,10000000,300,4180496,Paid,OC7022
205,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6674,10000000,300,4180496,Paid,OC6674
206,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7004,10000000,300,4180496,Paid,OC7004
207,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7030,10000000,300,4180496,Paid,OC7030
208,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6688,10000000,300,4180496,Paid,OC6688
209,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7046,10000000,300,4180496,Paid,OC7046
210,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7014,10000000,300,4180496,Paid,OC7014
211,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6682,10000000,300,4180496,Paid,OC6682
212,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7036,10000000,300,4180496,Paid,OC7036
213,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7050,10000000,300,4180496,Paid,OC7050
214,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6692,10000000,300,4180496,Paid,OC6692
215,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7038,10000000,300,4180496,Paid,OC7038
216,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7010,10000000,300,4180496,Paid,OC7010
217,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7012,10000000,300,4180496,Paid,OC7012
218,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6676,10000000,300,4180496,Paid,OC6676
219,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7034,10000000,300,4180496,Paid,OC7034
220,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6686,10000000,300,4180496,Paid,OC6686
221,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6680,10000000,300,4180496,Paid,OC6680
222,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7032,10000000,300,4180496,Paid,OC7032
223,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7040,10000000,300,4180496,Paid,OC7040
224,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7016,10000000,300,4180496,Paid,OC7016
225,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,6696,10000000,300,4180496,Paid,OC6696
226,00300201904120000001158,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PHL FINIVEST PVT LTD,OC,7042,10000000,300,4180496,Paid,OC7042
227,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6699,10000000,300,4180496,Paid,OC6699
228,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6683,10000000,300,4180496,Paid,OC6683
229,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6687,10000000,300,4180496,Paid,OC6687
230,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6695,10000000,300,4180496,Paid,OC6695
231,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,7001,10000000,300,4180496,Paid,OC7001
232,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6697,10000000,300,4180496,Paid,OC6697
233,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6691,10000000,300,4180496,Paid,OC6691
234,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6693,10000000,300,4180496,Paid,OC6693
235,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6685,10000000,300,4180496,Paid,OC6685
236,00300201904120000001159,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6689,10000000,300,4180496,Paid,OC6689
237,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7007,10000000,300,4180496,Paid,OC7007
238,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7005,10000000,300,4180496,Paid,OC7005
239,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7015,10000000,300,4180496,Paid,OC7015
240,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7013,10000000,300,4180496,Paid,OC7013
241,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7019,10000000,300,4180496,Paid,OC7019
242,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7011,10000000,300,4180496,Paid,OC7011
243,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7021,10000000,300,4180496,Paid,OC7021
244,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7003,10000000,300,4180496,Paid,OC7003
245,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7009,10000000,300,4180496,Paid,OC7009
246,00300201904120000001160,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PIRAMAL ENTERPRISES LTD,OC,7017,10000000,300,4180496,Paid,OC7017
247,00847201904120000001180,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PONUGOTI HEMENDAR RAO,OL,23643,100000,847,8424020,Paid,OL23643
248,00847201904120000001180,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PONUGOTI HEMENDAR RAO,OL,23641,100000,847,8424020,Paid,OL23641
249,00847201904120000001180,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,PONUGOTI HEMENDAR RAO,OL,23645,100000,847,8424020,Paid,OL23645
250,00300201904120000001171,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKA INVESTMENTS AND FINANCE LTD,OC,7065,10000000,300,4180496,Paid,OC7065
251,00300201904120000001171,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKA INVESTMENTS AND FINANCE LTD,OC,7067,10000000,300,4180496,Paid,OC7067
252,00300201904120000001171,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKA INVESTMENTS AND FINANCE LTD,OC,7063,10000000,300,4180496,Paid,OC7063
253,00300201904120000001171,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKA INVESTMENTS AND FINANCE LTD,OC,7069,10000000,300,4180496,Paid,OC7069
254,00300201904120000001171,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKA INVESTMENTS AND FINANCE LTD,OC,7071,10000000,300,4180496,Paid,OC7071
255,00300201904120000001172,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKESHWAR INVESTMENTS PVT LTD,OC,7058,10000000,300,4180496,Paid,OC7058
256,00300201904120000001172,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKESHWAR INVESTMENTS PVT LTD,OC,7056,10000000,300,4180496,Paid,OC7056
257,00300201904120000001172,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKESHWAR INVESTMENTS PVT LTD,OC,7054,10000000,300,4180496,Paid,OC7054
258,00300201904120000001172,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKESHWAR INVESTMENTS PVT LTD,OC,7062,10000000,300,4180496,Paid,OC7062
259,00300201904120000001172,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,RENUKESHWAR INVESTMENTS PVT LTD,OC,7060,10000000,300,4180496,Paid,OC7060
260,00078201904120000001170,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SHIVAM TRANSCON PRIVATE LIMITED,TL,2351,1000000,78,7601204,Paid,TL2351
261,00078201904120000001170,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SHIVAM TRANSCON PRIVATE LIMITED,TL,2353,1000000,78,7601204,Paid,TL2353
262,00078201904120000001170,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SHIVAM TRANSCON PRIVATE LIMITED,TL,2355,1000000,78,7601204,Paid,TL2355
263,00078201904120000001170,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SHIVAM TRANSCON PRIVATE LIMITED,TL,2349,1000000,78,7601204,Paid,TL2349
264,00078201904120000001170,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SHIVAM TRANSCON PRIVATE LIMITED,TL,2346,1000000,78,7601204,Paid,TL2346
265,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,TL,2359,1000000,78,7601204,Paid,TL2359
266,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,OL,10046,100000,78,7601204,Paid,OL10046
267,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,OL,10040,100000,78,7601204,Paid,OL10040
268,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,OL,10042,100000,78,7601204,Paid,OL10042
269,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,OL,10044,100000,78,7601204,Paid,OL10044
270,00078201904120000001163,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,SKYWORLD DEVELOPERS LLP,OL,10048,100000,78,7601204,Paid,OL10048
271,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9445,1000000,813,3122247,Paid,TL9445
272,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9439,1000000,813,3122247,Paid,TL9439
273,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9444,1000000,813,3122247,Paid,TL9444
274,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9446,1000000,813,3122247,Paid,TL9446
275,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9443,1000000,813,3122247,Paid,TL9443
276,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9438,1000000,813,3122247,Paid,TL9438
277,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9441,1000000,813,3122247,Paid,TL9441
278,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9442,1000000,813,3122247,Paid,TL9442
279,00813201904120000001156,4/12/2019 0:00,4/12/2019 0:00,4/26/2019 0:00,TEXPORT CREATION,TL,9440,1000000,813,3122247,Paid,TL9440
280,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,OC,5268,10000000,691,3300196,Paid,OC5268
281,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,OC,5266,10000000,691,3300196,Paid,OC5266
282,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,OC,5267,10000000,691,3300196,Paid,OC5267
283,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,TL,10931,1000000,691,3300196,Paid,TL10931
284,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,TL,10932,1000000,691,3300196,Paid,TL10932
285,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,TL,10930,1000000,691,3300196,Paid,TL10930
286,00691201904150000001208,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,ALOK NARAYAN PANDEY,TL,10929,1000000,691,3300196,Paid,TL10929
287,00691201904150000001209,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,BELLWEY INTERNATIONAL CO,TL,10933,1000000,691,3300196,Paid,TL10933
288,00691201904150000001209,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,BELLWEY INTERNATIONAL CO,TL,10936,1000000,691,3300196,Paid,TL10936
289,00691201904150000001209,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,BELLWEY INTERNATIONAL CO,TL,10935,1000000,691,3300196,Paid,TL10935
290,00691201904150000001209,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,BELLWEY INTERNATIONAL CO,TL,10937,1000000,691,3300196,Paid,TL10937
291,00691201904150000001209,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,BELLWEY INTERNATIONAL CO,TL,10934,1000000,691,3300196,Paid,TL10934
292,00461201904150000001187,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,CHHATTISGARH DISTILLERIES LIMITED,OC,1357,10000000,461,5578876,Paid,OC1357
293,00509201904150000001183,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,DEMPO INDUSTRIES PVT LTD,OL,13883,100000,509,7315678,Paid,OL13883
294,00509201904150000001183,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,DEMPO INDUSTRIES PVT LTD,OL,13881,100000,509,7315678,Paid,OL13881
295,00509201904150000001183,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,DEMPO INDUSTRIES PVT LTD,OL,13889,100000,509,7315678,Paid,OL13889
296,00509201904150000001183,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,DEMPO INDUSTRIES PVT LTD,OL,13887,100000,509,7315678,Paid,OL13887
297,00509201904150000001183,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,DEMPO INDUSTRIES PVT LTD,OL,13885,100000,509,7315678,Paid,OL13885
298,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2864,10000000,1355,5137969,Paid,OC2864
299,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2872,10000000,1355,5137969,Paid,OC2872
300,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2860,10000000,1355,5137969,Paid,OC2860
301,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2862,10000000,1355,5137969,Paid,OC2862
302,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2866,10000000,1355,5137969,Paid,OC2866
303,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2868,10000000,1355,5137969,Paid,OC2868
304,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2858,10000000,1355,5137969,Paid,OC2858
305,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2870,10000000,1355,5137969,Paid,OC2870
306,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2874,10000000,1355,5137969,Paid,OC2874
307,01355201904150000001201,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,GUJARAT FLUORO CHEMICALS LIMITED,OC,2856,10000000,1355,5137969,Paid,OC2856
308,00847201904150000001195,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,KOTESWAR RAO GULLAPALLY,OL,23675,100000,847,8424020,Paid,OL23675
309,00847201904150000001195,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,KOTESWAR RAO GULLAPALLY,OL,23668,100000,847,8424020,Paid,OL23668
310,00847201904150000001195,4/15/2019 0:00,4/15/2019 0:00,4/29/2019 0:00,KOTESWAR RAO GULLAPALLY,OL,23670,100000,847,8424020,Paid,OL23670
