Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
14042,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12837,10000000,1,5898161,Paid,OC12837
14043,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12805,10000000,1,5898161,Paid,OC12805
14044,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12815,10000000,1,5898161,Paid,OC12815
14045,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12807,10000000,1,5898161,Paid,OC12807
14046,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12835,10000000,1,5898161,Paid,OC12835
14047,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12831,10000000,1,5898161,Paid,OC12831
14048,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12811,10000000,1,5898161,Paid,OC12811
14049,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12803,10000000,1,5898161,Paid,OC12803
14050,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12819,10000000,1,5898161,Paid,OC12819
14051,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12827,10000000,1,5898161,Paid,OC12827
14052,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12829,10000000,1,5898161,Paid,OC12829
14053,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12813,10000000,1,5898161,Paid,OC12813
14054,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12825,10000000,1,5898161,Paid,OC12825
14055,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12821,10000000,1,5898161,Paid,OC12821
14056,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12801,10000000,1,5898161,Paid,OC12801
14057,00001202307100000003129,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HALDIA ENERGY LIMITED,OC,12823,10000000,1,5898161,Paid,OC12823
14058,00001202307100000003117,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,HIMALAYAN ENDEAVOUR PVT LTD,OC,12797,10000000,1,5898161,Paid,OC12797
14059,00691202307100000003109,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KAUSTUBH VERMA,TL,14063,1000000,691,8212066,Paid,TL14063
14060,00691202307100000003109,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KAUSTUBH VERMA,TL,14067,1000000,691,8212066,Paid,TL14067
14061,00691202307100000003109,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KAUSTUBH VERMA,TL,14069,1000000,691,8212066,Paid,TL14069
14062,00691202307100000003109,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KAUSTUBH VERMA,TL,14065,1000000,691,8212066,Paid,TL14065
14063,00691202307100000003109,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KAUSTUBH VERMA,TL,14061,1000000,691,8212066,Paid,TL14061
14064,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14702,10000000,847,7445512,Paid,OC14702
14065,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14692,10000000,847,7445512,Paid,OC14692
14066,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14704,10000000,847,7445512,Paid,OC14704
14067,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14708,10000000,847,7445512,Paid,OC14708
14068,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14698,10000000,847,7445512,Paid,OC14698
14069,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14696,10000000,847,7445512,Paid,OC14696
14070,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14710,10000000,847,7445512,Paid,OC14710
14071,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14706,10000000,847,7445512,Paid,OC14706
14072,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14694,10000000,847,7445512,Paid,OC14694
14073,00847202307100000003138,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,KNR CONSTRUCTIONS LTD,OC,14700,10000000,847,7445512,Paid,OC14700
14074,00001202307100000003115,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15212,1000000,1,5898161,Paid,TL15212
14075,00001202307100000003115,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15214,1000000,1,5898161,Paid,TL15214
14076,00001202307100000003115,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15218,1000000,1,5898161,Paid,TL15218
14077,00001202307100000003115,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15216,1000000,1,5898161,Paid,TL15216
14078,00847202307100000003134,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,LPF SYSTEMS PRIVATE LIMITED,OC,14687,10000000,847,7445512,Paid,OC14687
14079,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,TL,2686,1000000,952,8487561,Paid,TL2686
14080,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,TL,2676,1000000,952,8487561,Paid,TL2676
14081,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,TL,2602,1000000,952,8487561,Paid,TL2602
14082,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,TL,2694,1000000,952,8487561,Paid,TL2694
14083,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,OL,11055,100000,952,8487561,Paid,OL11055
14084,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,OL,11013,100000,952,8487561,Paid,OL11013
14085,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,OL,11043,100000,952,8487561,Paid,OL11043
14086,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,OL,11052,100000,952,8487561,Paid,OL11052
14087,00952202307100000003140,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,MUPPANA VENKATA RAO,OL,11027,100000,952,8487561,Paid,OL11027
14088,00847202307100000003126,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,NVNR POWER   INFRA PRIVATE LIMITED,OC,14690,10000000,847,7445512,Paid,OC14690
14089,00847202307100000003126,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,NVNR POWER   INFRA PRIVATE LIMITED,OC,14688,10000000,847,7445512,Paid,OC14688
14090,00300202307100000003131,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PARESH CHAMPAKLAL SHAH,OC,14990,10000000,300,7905165,Paid,OC14990
14091,00001202307100000003121,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15222,1000000,1,5898161,Paid,TL15222
14092,00001202307100000003121,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15220,1000000,1,5898161,Paid,TL15220
14093,00001202307100000003121,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15224,1000000,1,5898161,Paid,TL15224
14094,00001202307100000003121,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15226,1000000,1,5898161,Paid,TL15226
14095,00813202307100000003143,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5941,10000000,813,6188222,Paid,OC5941
14096,00813202307100000003143,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5945,10000000,813,6188222,Paid,OC5945
14097,00813202307100000003143,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5937,10000000,813,6188222,Paid,OC5937
14098,00813202307100000003143,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5943,10000000,813,6188222,Paid,OC5943
14099,00813202307100000003143,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5939,10000000,813,6188222,Paid,OC5939
14100,00813202307100000003142,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE PROJECTS PVT LTD,OC,5933,10000000,813,6188222,Paid,OC5933
14101,00813202307100000003142,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE PROJECTS PVT LTD,OC,5927,10000000,813,6188222,Paid,OC5927
14102,00813202307100000003142,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE PROJECTS PVT LTD,OC,5935,10000000,813,6188222,Paid,OC5935
14103,00813202307100000003142,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE PROJECTS PVT LTD,OC,5931,10000000,813,6188222,Paid,OC5931
14104,00813202307100000003142,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRESTIGE PROJECTS PVT LTD,OC,5929,10000000,813,6188222,Paid,OC5929
14105,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,OC,1257,10000000,952,8487561,Paid,OC1257
14106,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2651,1000000,952,8487561,Paid,TL2651
14107,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2669,1000000,952,8487561,Paid,TL2669
14108,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2607,1000000,952,8487561,Paid,TL2607
14109,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2629,1000000,952,8487561,Paid,TL2629
14110,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2657,1000000,952,8487561,Paid,TL2657
14111,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2639,1000000,952,8487561,Paid,TL2639
14112,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2604,1000000,952,8487561,Paid,TL2604
14113,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2636,1000000,952,8487561,Paid,TL2636
14114,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2664,1000000,952,8487561,Paid,TL2664
14115,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2601,1000000,952,8487561,Paid,TL2601
14116,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2624,1000000,952,8487561,Paid,TL2624
14117,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2662,1000000,952,8487561,Paid,TL2662
14118,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2615,1000000,952,8487561,Paid,TL2615
14119,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2646,1000000,952,8487561,Paid,TL2646
14120,00952202307100000003122,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2612,1000000,952,8487561,Paid,TL2612
14121,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,OC,1252,10000000,952,8487561,Paid,OC1252
14122,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2697,1000000,952,8487561,Paid,TL2697
14123,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2647,1000000,952,8487561,Paid,TL2647
14124,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2677,1000000,952,8487561,Paid,TL2677
14125,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2695,1000000,952,8487561,Paid,TL2695
14126,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2663,1000000,952,8487561,Paid,TL2663
14127,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2660,1000000,952,8487561,Paid,TL2660
14128,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2603,1000000,952,8487561,Paid,TL2603
14129,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2625,1000000,952,8487561,Paid,TL2625
14130,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2690,1000000,952,8487561,Paid,TL2690
14131,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2675,1000000,952,8487561,Paid,TL2675
14132,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2693,1000000,952,8487561,Paid,TL2693
14133,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2682,1000000,952,8487561,Paid,TL2682
14134,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2648,1000000,952,8487561,Paid,TL2648
14135,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2616,1000000,952,8487561,Paid,TL2616
14136,00952202307100000003133,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2672,1000000,952,8487561,Paid,TL2672
14137,00001202307100000003105,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12788,10000000,1,5898161,Paid,OC12788
14138,00001202307100000003105,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12792,10000000,1,5898161,Paid,OC12792
14139,00001202307100000003105,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12794,10000000,1,5898161,Paid,OC12794
14140,00001202307100000003105,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12786,10000000,1,5898161,Paid,OC12786
14141,00001202307100000003105,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12790,10000000,1,5898161,Paid,OC12790
14142,00001202307100000003108,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12795,10000000,1,5898161,Paid,OC12795
14143,00001202307100000003108,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12793,10000000,1,5898161,Paid,OC12793
14144,00001202307100000003108,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12789,10000000,1,5898161,Paid,OC12789
14145,00001202307100000003108,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12787,10000000,1,5898161,Paid,OC12787
14146,00001202307100000003108,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RASHMI CEMENT LTD,OC,12791,10000000,1,5898161,Paid,OC12791
14147,00847202307100000003119,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,REPALLY ASHOK,OL,23804,100000,847,7445512,Paid,OL23804
14148,00847202307100000003119,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,REPALLY ASHOK,OL,23808,100000,847,7445512,Paid,OL23808
14149,00847202307100000003119,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,REPALLY ASHOK,OL,23810,100000,847,7445512,Paid,OL23810
14150,00847202307100000003119,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,REPALLY ASHOK,OL,23806,100000,847,7445512,Paid,OL23806
14151,00847202307100000003119,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,REPALLY ASHOK,OL,23802,100000,847,7445512,Paid,OL23802
14152,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,OC,12784,10000000,1,5898161,Paid,OC12784
14153,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,TL,15199,1000000,1,5898161,Paid,TL15199
14154,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,TL,15201,1000000,1,5898161,Paid,TL15201
14155,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,TL,15205,1000000,1,5898161,Paid,TL15205
14156,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,TL,15197,1000000,1,5898161,Paid,TL15197
14157,00001202307100000003103,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIGHT AID CONSULTANTS PVT LTD,TL,15203,1000000,1,5898161,Paid,TL15203
14158,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,OC,12796,10000000,1,5898161,Paid,OC12796
14159,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,15209,1000000,1,5898161,Paid,TL15209
14160,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,15215,1000000,1,5898161,Paid,TL15215
14161,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,15207,1000000,1,5898161,Paid,TL15207
14162,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,15213,1000000,1,5898161,Paid,TL15213
14163,00001202307100000003112,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,15211,1000000,1,5898161,Paid,TL15211
14164,00847202307100000003111,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SAGI VENKATA RAMAKRISHNA RAJU,OC,14644,10000000,847,7445512,Paid,OC14644
14165,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,OC,12785,10000000,1,5898161,Paid,OC12785
14166,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,TL,15206,1000000,1,5898161,Paid,TL15206
14167,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,TL,15210,1000000,1,5898161,Paid,TL15210
14168,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,TL,15208,1000000,1,5898161,Paid,TL15208
14169,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,TL,15202,1000000,1,5898161,Paid,TL15202
14170,00001202307100000003104,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,SILVERTONE SECURITIES PRIVATE LIMIT,TL,15204,1000000,1,5898161,Paid,TL15204
14171,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14652,10000000,847,7445512,Paid,OC14652
14172,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14669,10000000,847,7445512,Paid,OC14669
14173,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14671,10000000,847,7445512,Paid,OC14671
14174,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14650,10000000,847,7445512,Paid,OC14650
14175,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14683,10000000,847,7445512,Paid,OC14683
14176,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14654,10000000,847,7445512,Paid,OC14654
14177,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14656,10000000,847,7445512,Paid,OC14656
14178,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14673,10000000,847,7445512,Paid,OC14673
14179,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14685,10000000,847,7445512,Paid,OC14685
14180,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14679,10000000,847,7445512,Paid,OC14679
14181,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14665,10000000,847,7445512,Paid,OC14665
14182,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14661,10000000,847,7445512,Paid,OC14661
14183,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14681,10000000,847,7445512,Paid,OC14681
14184,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14659,10000000,847,7445512,Paid,OC14659
14185,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14663,10000000,847,7445512,Paid,OC14663
14186,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14646,10000000,847,7445512,Paid,OC14646
14187,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14648,10000000,847,7445512,Paid,OC14648
14188,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14675,10000000,847,7445512,Paid,OC14675
14189,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14677,10000000,847,7445512,Paid,OC14677
14190,00847202307100000003114,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,TELLAPUR TECHNOCITY PRIVATE LIMI,OC,14667,10000000,847,7445512,Paid,OC14667
14191,00628202307100000003137,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,OC,523,10000000,628,5809436,Paid,OC523
14192,00628202307100000003137,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,OC,526,10000000,628,5809436,Paid,OC526
